Voltage A RMS,"Average Voltage A RMS, frequency"
3.503117,3.47913557,60.050803
3.522727,3.4791608733333335,60.050803
3.510031,3.4791429633333335,60.050803
3.517295,3.4791639966666668,60.050803
3.525101,3.4792560499999996,60.050803
3.515562,3.479257486666667,60.050803
3.521302,3.47935248,59.9952
3.518944,3.47935312,60.050803
3.519999,3.4793589466666672,60.050803
3.523774,3.47943629,59.9952
3.514022,3.47948973,59.9952
3.531126,3.4795547733333336,59.9952
3.519729,3.4796011466666665,59.9952
3.520349,3.4796377733333332,59.9952
3.520566,3.4796739766666662,59.9952
3.51575,3.479728336666667,59.9952
3.515654,3.4797880700000006,56.294367
3.52584,3.4798563233333333,56.294367
3.512121,3.479892213333333,56.294367
3.526627,3.4799772399999997,56.294367
3.511351,3.48003882,56.294367
3.527889,3.480133423333333,56.294367
3.601618,3.480534113333333,56.294367
3.549167,3.4806802299999995,47.39928
3.539555,3.4808604433333334,47.39928
3.527931,3.4809905800000003,47.39928
3.53637,3.481105206666667,46.150154
3.524905,3.481136913333333,46.150154
3.566176,3.481386226666667,46.150154
3.534056,3.481471223333333,46.150154
3.54295,3.481651626666667,46.150154
3.53558,3.4817811866666664,46.150154
3.541205,3.481929153333333,46.150154
3.529469,3.4820041866666664,46.150154
3.530108,3.48212801,46.150154
3.532257,3.4822770266666665,46.150154
3.525768,3.4823523733333333,46.150154
3.535199,3.482549383333333,46.150154
3.53975,3.4827257700000005,46.150154
3.542653,3.482861593333334,46.150154
3.548049,3.4830813600000003,46.150154
3.532974,3.483226533333333,46.150154
3.551192,3.483449726666667,46.150154
3.54308,3.4836044999999998,46.150154
3.53229,3.483748616666667,46.150154
3.542821,3.4839424966666668,31.607228
3.544496,3.48413167,31.607228
3.534678,3.4842404166666667,31.607228
3.531561,3.48433727,31.607228
3.527977,3.48455409,30.025401
3.525595,3.4846748699999996,30.025401
3.527006,3.484862526666667,29.5462
3.548751,3.485091166666667,29.5462
3.548808,3.485308036666667,29.5462
3.53522,3.485493313333333,29.5462
3.535239,3.4856561133333335,29.5462
3.525472,3.4857841833333336,29.5462
3.527696,3.485975333333333,27.29352
3.531298,3.486128063333333,27.29352
3.546659,3.48633318,27.29352
3.537499,3.4865261499999995,27.29352
3.558806,3.4868004966666666,26.885816
3.535816,3.4869728,26.885816
3.54764,3.48724556,26.490113
3.543305,3.4874380933333335,26.490113
3.517835,3.4875449899999995,26.490113
3.534499,3.4877018033333336,26.490113
3.52365,3.4878040699999997,26.490113
3.542661,3.487997736666667,26.490113
3.543419,3.48811649,26.490113
3.548567,3.4882823433333336,26.490113
3.535995,3.4884596133333337,26.490113
3.558951,3.48874644,26.490113
3.558385,3.48895418,26.490113
3.565078,3.4891901599999997,26.490113
3.554759,3.4894769400000003,26.490113
3.550618,3.4896893300000005,26.490113
3.556745,3.4899501366666663,26.490113
3.557396,3.49020752,26.490113
3.553694,3.4904906966666664,26.490113
3.542089,3.4907039,26.500947
3.561199,3.491003706666667,26.490113
3.558246,3.491278393333334,27.29352
3.575085,3.4915806266666665,30.025401
3.564116,3.4918501066666665,30.025401
3.545807,3.4920931166666667,30.534786
3.549225,3.4923823633333337,43.898927
3.544082,3.492661483333333,47.364632
3.533011,3.4928100499999997,48.644757
3.541902,3.492953506666667,56.2455
3.521427,3.4931530933333335,56.2455
3.545787,3.493439003333333,56.2455
3.557285,3.4937353633333337,58.059871
3.538999,3.49397288,59.9952
3.567785,3.4942583033333334,60.050803
3.547254,3.494545383333333,59.9952
3.55994,3.49483479,60.050803
3.55187,3.495145173333334,60.050803
3.53511,3.49534,60.050803
3.545967,3.4956186466666668,59.9952
3.557674,3.4959233366666664,59.9952
3.570127,3.496209986666667,59.9952
3.551595,3.4965294933333335,59.9952
3.54522,3.4968227533333334,60.050803
3.567178,3.4971201433333334,60.050803
3.559658,3.4974160333333333,59.9952
3.566187,3.4977672566666667,60.050803
3.564641,3.49812556,59.9952
3.552687,3.49838612,60.050803
3.561274,3.4986680999999997,60.050803
3.561108,3.4989836999999997,59.9952
3.557453,3.4992505666666665,60.050803
3.569475,3.4995888799999997,60.050803
3.570232,3.499956576666667,60.050803
3.545997,3.5002333033333337,60.050803
3.570157,3.5005971,60.050803
3.555706,3.5009091800000003,60.050803
3.566485,3.501291666666667,60.050803
3.56202,3.5016120166666664,60.050803
3.544183,3.501836166666667,60.050803
3.561013,3.5020938633333336,60.050803
3.570252,3.5024238433333337,60.050803
3.570151,3.5027871166666666,60.050803
3.547575,3.503134113333333,60.050803
3.552619,3.503414773333333,59.9952
3.568385,3.5038063233333334,60.050803
3.547408,3.50410804,59.9952
3.55484,3.504394726666667,59.9952
3.53951,3.504688556666667,59.9952
3.5588,3.50509679,60.106509
3.538359,3.5053557266666666,60.050803
3.538167,3.505637243333333,60.050803
3.556944,3.505906443333333,60.050803
3.549673,3.50617334,59.9952
3.549937,3.5065023600000003,59.9952
3.552873,3.5068034733333335,60.050803
3.547238,3.507071283333333,60.050803
3.543512,3.5073813933333335,60.050803
3.529892,3.507656153333333,60.050803
3.542856,3.5079448866666665,59.9952
3.546709,3.50826977,60.050803
3.565654,3.5086578999999998,60.050803
3.537496,3.508973826666667,59.9952
3.568955,3.509384713333333,59.994481
3.548779,3.509766183333334,60.050803
3.54776,3.510102116666667,60.050803
3.562631,3.5104820699999997,59.99496
3.542706,3.510759613333333,59.9952
3.550509,3.5110697966666664,60.050803
3.557083,3.5114480200000004,59.9952
3.554398,3.5118232199999997,60.050803
3.556227,3.512202873333333,60.050803
3.548751,3.5125139033333337,60.050803
3.548955,3.512830053333333,59.9952
3.56309,3.5131930666666666,60.050803
3.57024,3.513583996666666,60.050803
3.558789,3.513966476666667,60.050803
3.563469,3.5143677099999997,60.050803
3.563596,3.5147674833333333,60.050803
3.555422,3.5151308666666665,59.9952
3.561837,3.51551311,60.050803
3.564221,3.515853063333333,60.050803
3.576515,3.5163180000000005,60.050803
3.584101,3.51679657,60.050803
3.549234,3.517101676666667,60.050803
3.554613,3.51746807,60.050803
3.560995,3.517798833333333,59.9952
3.562287,3.5181277966666666,60.050803
3.571965,3.5185074733333335,59.9952
3.55638,3.5187910533333335,60.050803
3.566171,3.519187796666667,59.9952
3.558284,3.5195574266666667,59.9952
3.569312,3.5199388700000003,60.106509
3.560166,3.520281203333333,60.051524
3.558729,3.5206347566666665,59.9952
3.549765,3.52096282,59.9952
3.558333,3.5213299433333334,60.051043
3.556862,3.52168438,60.050803
3.546677,3.5220088333333335,59.9952
3.55901,3.522339983333333,60.050803
3.554531,3.52266864,59.9952
3.553495,3.522977356666667,59.9952
3.536384,3.5232190433333335,59.9952
3.560462,3.5235554933333333,60.050803
3.56784,3.5239174,60.050803
3.551003,3.52419995,60.050803
3.569618,3.5245306899999997,59.9952
3.573436,3.52492829,59.9952
3.555149,3.5252524566666663,60.050803
3.581356,3.5256297699999997,60.050803
3.562968,3.5260085733333337,59.9952
3.548935,3.5262567266666665,60.050803
3.561792,3.5265792200000003,60.050803
3.558549,3.526877116666667,59.9952
3.569737,3.5272102866666666,59.9952
3.562211,3.5275904999999996,59.9952
3.571309,3.5279669399999998,60.050803
3.588375,3.528305066666667,60.050803
3.559006,3.5286122300000002,60.050803
3.56071,3.5289332,60.050803
3.555895,3.5292245466666667,59.9952
3.576056,3.52956942,60.050803
3.555936,3.5298601233333335,59.9952
3.579504,3.530235153333333,60.050803
3.540082,3.5304540966666664,60.050803
3.545692,3.53072251,60.050803
3.547975,3.5310249266666665,60.050803
3.571304,3.531398523333333,60.050803
3.574423,3.5317792666666668,60.050803
3.545288,3.5319873866666662,60.050803
3.557344,3.53227672,60.050803
3.581881,3.5326758000000003,60.050803
3.548559,3.53292467,60.050803
3.549313,3.53319275,60.050803
3.561632,3.533477326666667,59.9952
3.566019,3.5337316333333333,59.9952
3.567448,3.5340851366666666,60.050803
3.580873,3.5344552166666667,60.050803
3.568168,3.5348067133333334,59.9952
3.554832,3.5350550033333334,59.9952
3.557552,3.535352733333333,60.050803
3.563692,3.5356654366666667,59.9952
3.555915,3.5359571599999997,59.9952
3.55459,3.53614142,60.050803
3.575066,3.536413316666667,60.050803
3.577496,3.5366997799999997,60.050803
3.560109,3.536938923333333,59.9952
3.559688,3.5371690566666665,59.9952
3.561094,3.5374466399999998,59.9952
3.563929,3.5377240399999996,59.9952
3.545375,3.5379314999999996,60.050803
3.571943,3.5382438333333335,59.9952
3.541052,3.5384307766666665,60.050803
3.551174,3.5386620266666666,60.050803
3.548056,3.5388125366666667,59.9952
3.575571,3.5391573366666664,59.9952
3.549794,3.539329286666667,59.9952
3.559773,3.539615046666667,60.050803
3.548634,3.539849203333333,60.050803
3.550163,3.540068593333333,60.050803
3.543278,3.54028653,60.050803
3.553449,3.5405398399999997,60.050803
3.558296,3.54078367,59.9952
3.53598,3.540921113333333,59.9952
3.553709,3.5411414966666666,59.9952
3.564506,3.5414444633333333,59.9952
3.546632,3.54162021,60.050803
3.561791,3.5418993833333334,60.050803
3.547702,3.5420911999999998,59.9952
3.546707,3.5422466066666667,59.9952
3.554078,3.542447783333334,59.9952
3.540102,3.5424939733333334,60.050803
3.567178,3.5428101833333336,60.050803
3.573146,3.543038556666667,60.050803
3.558797,3.5432058433333333,59.9952
3.552869,3.54341828,59.9952
3.551949,3.5436102266666665,60.050803
3.575782,3.543921793333333,60.050803
3.568815,3.544211456666667,60.050803
3.563816,3.544478783333333,60.050803
3.556366,3.5446671833333334,60.050803
3.559952,3.5448573899999998,60.050803
3.558783,3.545019893333333,59.9952
3.556887,3.5452601833333333,59.9952
3.530237,3.545393576666667,60.050803
3.561493,3.54558281,60.050803
3.550915,3.54574373,60.050803
3.555555,3.545925483333333,59.9952
3.546866,3.546079833333333,59.9952
3.545702,3.54624883,59.9952
3.553137,3.5463617266666665,59.9952
3.54665,3.5465286199999997,59.9952
3.562579,3.546735136666667,60.050803
3.553948,3.5469404266666666,60.050803
3.559058,3.5470978466666665,60.050803
3.584532,3.5473830933333335,60.050803
3.582173,3.5476736966666667,59.9952
3.55297,3.547852043333333,59.9952
3.552828,3.54803762,60.050803
3.542506,3.548164486666667,60.050803
3.556764,3.54835083,60.050803
3.55707,3.5485278533333333,59.9952
3.537568,3.5486457666666666,59.9952
3.539165,3.5487459733333337,59.9952
3.551172,3.5488576800000002,60.050803
3.567354,3.549009696666667,60.050803
3.552008,3.549150426666667,59.9952
3.569716,3.5493986166666667,59.9952
3.55948,3.549575073333333,59.9952
3.546128,3.5496659966666666,59.9952
3.532081,3.5496952499999996,59.9952
3.540963,3.54975037,59.9952
3.546513,3.5498589666666667,59.9952
3.542308,3.5499577566666667,59.9952
3.543079,3.5500667399999997,60.049601
3.551672,3.550223626666667,59.9952
3.559964,3.5503672066666665,59.9952
3.55058,3.550509533333333,59.9952
3.544276,3.5506119966666665,59.9952
3.536319,3.5507445033333336,60.050803
3.539499,3.550865776666667,59.9952
3.531866,3.55089624,60.050803
3.537735,3.5509885866666666,60.050803
3.534021,3.5510443400000002,60.049601
3.554971,3.551143906666667,59.9952
3.530734,3.55119448,60.050803
3.533183,3.551234083333333,60.049601
3.558128,3.551364696666667,59.9952
3.54717,3.5514552666666668,59.9952
3.553996,3.5515560066666665,59.9952
3.546148,3.551663093333333,59.9952
3.53494,3.5516758066666663,60.050803
3.524753,3.551692553333333,59.9952
3.544,3.55177139,59.9952
3.53908,3.5518331033333332,59.9952
3.535187,3.551897893333333,59.9952
3.546142,3.5519995200000003,59.9952
3.53877,3.55204262,60.050803
3.546872,3.552158456666667,59.9952
3.542675,3.5522119500000002,59.9952
3.523618,3.5522528400000004,59.9952
3.529622,3.5522586166666663,59.9952
3.547951,3.552079726666667,60.050803
3.550524,3.5520842500000005,60.050803
3.520405,3.5520204166666667,59.940898
3.526946,3.552017133333333,60.050803
3.559592,3.5520945399999997,60.050803
3.541906,3.5521512100000003,60.049601
3.555445,3.55211544,60.050803
3.543729,3.5521476833333336,59.9952
3.53562,3.5521232499999997,60.049721
3.535841,3.55212412,59.9952
3.526668,3.5520756633333335,59.9952
3.550559,3.5521459633333334,59.99556
3.539282,3.552176543333333,60.050803
3.555473,3.55225393,59.9952
3.53032,3.552269103333333,59.99568
3.536551,3.55227361,60.050803
3.545482,3.5522927166666665,60.050803
3.542334,3.5522916533333335,60.050683
3.53213,3.5522385900000004,60.050803
3.513116,3.5521723966666667,59.9952
3.557112,3.55219213,60.050442
3.536918,3.5521715900000004,60.050803
3.569495,3.5522956066666667,60.050803
3.522906,3.552229223333333,60.050683
3.55547,3.552265803333333,60.050803
3.536486,3.5522718299999996,59.9952
3.559136,3.5523637466666664,60.050683
3.53123,3.5523745900000003,60.050803
3.522658,3.5523648000000003,60.050803
3.544976,3.5524247,60.050442
3.539253,3.55239304,59.9952
3.540715,3.552366063333333,59.9952
3.532221,3.552356066666667,60.050803
3.542397,3.5523799266666667,59.9952
3.53041,3.5523963866666666,59.9952
3.523759,3.5523832633333337,60.052005
3.527277,3.5523698599999998,59.9952
3.527695,3.5523066466666666,59.9952
3.549948,3.5523481433333335,59.99628
3.528807,3.5522481466666664,59.9952
3.523334,3.55220654,59.9952
3.539437,3.5521791966666667,59.99604
3.531044,3.5521383266666664,59.9952
3.524598,3.5521608700000002,59.9952
3.53225,3.5521533733333333,59.99592
3.543473,3.55221945,59.9952
3.522016,3.552150633333333,59.9952
3.529544,3.5521043833333334,59.99532
3.518958,3.5520056866666665,59.9952
3.540491,3.5520206733333333,59.9952
3.527753,3.55191668,59.99556
3.52893,3.5518184966666664,59.9952
3.519094,3.551665216666667,59.9952
3.540732,3.55161846,59.99532
3.520584,3.5515183466666667,59.9952
3.525582,3.5514144699999997,59.9952
3.533321,3.55133422,60.050923
3.537259,3.551279436666667,60.050803
3.539975,3.55127239,60.050803
3.500434,3.5510698400000003,60.051164
3.510042,3.5509091600000002,60.050803
3.512456,3.550700396666667,60.050803
3.515552,3.5505385166666663,60.050803
3.522602,3.5504611666666666,60.050803
3.514021,3.5503438199999997,59.9952
3.524358,3.5502780733333332,59.939701
3.51075,3.5502038700000003,60.050803
3.522384,3.55013881,59.9952
3.52377,3.5501466199999996,60.050803
3.530552,3.550095836666667,60.050803
3.518113,3.5499652633333336,59.9952
3.506851,3.5498581033333334,60.050803
3.530395,3.54973347,60.050803
3.517271,3.5496335266666663,59.9952
3.5295,3.5495320599999998,60.050803
3.523229,3.5494365900000004,59.9952
3.522252,3.5493937300000002,60.050803
3.510615,3.5492758899999997,59.9952
3.522739,3.54915944,59.9952
3.521678,3.548997943333333,60.050803
3.515495,3.5488776100000003,60.050803
3.51941,3.5487915766666664,59.9952
3.52343,3.54864575,59.9952
3.521129,3.54851732,60.050803
3.514105,3.5483437133333338,60.050803
3.513473,3.548173153333333,60.050803
3.532441,3.548105666666667,59.939701
3.529446,3.547999573333333,59.9952
3.52483,3.5478786466666663,59.9952
3.523845,3.54776662,59.939701
3.522789,3.5476110000000003,59.9952
3.531799,3.5474828900000004,59.9952
3.513185,3.5473735166666667,59.9952
3.515102,3.5471899999999996,59.939701
3.510234,3.5470384266666666,60.050803
3.5343,3.5469311433333335,59.9952
3.51494,3.54677421,59.9952
3.51088,3.5466632,60.050803
3.50533,3.5464775900000003,59.9952
3.496935,3.5462332,59.9952
3.513249,3.5460435266666663,60.050803
3.51306,3.5459284766666666,59.9952
3.506478,3.5457746733333337,59.9952
3.504306,3.545561076666667,60.050803
3.511193,3.54544036,59.9952
3.50698,3.545280826666666,60.050803
3.517957,3.5452089833333336,59.9952
3.545379,3.5451642466666664,60.050803
3.5139,3.5450827166666667,60.050803
3.523096,3.5450324799999997,59.9952
3.518785,3.544905283333333,59.9952
3.52991,3.5448394066666666,60.050803
3.527328,3.544764043333333,60.050803
3.510427,3.5446225566666665,59.9952
3.524282,3.5445460366666666,59.9952
3.517555,3.544459513333334,59.9952
3.517089,3.5444168366666666,60.050803
3.521703,3.544346326666666,59.9952
3.513516,3.544235683333333,59.9952
3.519989,3.5440834666666667,60.050803
3.522477,3.5440334033333336,59.9952
3.515852,3.543856393333333,59.9952
3.494952,3.54367697,60.050803
