Voltage A RMS,Average Voltage A RMS,Frequency,Average Frequency
208.49,209.3678048780488,59.9952,59.96502845528455
208.46,209.36048387096776,61.6903,59.97894193548387
206.32,209.33616,60.0132,59.979216
208.11,209.32642857142858,58.3737,59.96647380952381
206.86,209.30700787401577,59.9592,59.966416535433076
208.86,209.303515625,60.0312,59.96692265625
205.44,209.27356589147288,61.6713,59.98013488372093
211.28,209.289,60.0312,59.980527692307696
212.98,209.3171755725191,58.3737,59.96826183206107
208.2,209.30871212121212,59.9952,59.96846590909091
210.95,209.32105263157897,61.6865,59.98138345864662
206.18,209.2976119402985,58.3942,59.96953880597015
208.72,209.29333333333332,59.9736,59.969568888888894
209.38,209.29397058823528,59.9808,59.96965147058823
207.44,209.28043795620437,60.0312,59.970100729927005
206.52,209.26043478260868,59.988,59.97023043478261
208.45,209.25460431654676,59.9664,59.970202877697844
204.22,209.21864285714287,60.0312,59.97063857142857
208.91,209.2164539007092,59.9916,59.97078723404255
209.98,209.2218309859155,59.9628,59.970730985915495
205.14,209.1932867132867,60.0312,59.97115384615385
212.88,209.2188888888889,59.9736,59.97117083333333
209.69,209.22213793103447,59.9772,59.971212413793104
211.94,209.24075342465756,60.0348,59.97164794520548
213.65,209.27074829931973,59.988,59.97175918367346
211.32,209.28459459459458,59.9664,59.97172297297298
207.09,209.26986577181208,60.0312,59.97212214765101
208.16,209.26246666666665,61.6713,59.98345
214.08,209.29437086092716,58.3771,59.9728119205298
213.52,209.32217105263157,60.0276,59.97317236842105
212.28,209.34150326797385,59.9952,59.973316339869285
206.66,209.3240909090909,59.9628,59.97324805194805
210.03,209.32864516129032,60.0276,59.973598709677425
209.78,209.33153846153846,59.9952,59.97373717948718
209.43,209.33216560509555,59.9664,59.97369044585987
210.38,209.33879746835441,60.024,59.9740088607595
207.88,209.32962264150945,59.9952,59.97414213836478
208.49,209.324375,59.9772,59.974161249999995
211.23,209.3362111801242,60.0132,59.97440372670808
207.58,209.32537037037036,59.9952,59.97453209876544
207.82,209.31613496932513,59.9916,59.97463680981595
210.62,209.32408536585368,59.9988,59.97478414634147
211.49,209.3372121212121,59.9808,59.974820606060604
208.2,209.3303614457831,60.0024,59.97498674698795
211.65,209.34425149700598,60.0024,59.975150898203594
206.86,209.32946428571427,61.7513,59.98572321428572
205.68,209.3078698224852,58.3737,59.97618461538462
210.45,209.31458823529414,58.3737,59.96675823529412
209.44,209.31532163742688,61.7284,59.97706023391813
210.76,209.32372093023255,58.3942,59.967857558139535
209.74,209.32612716763003,58.3942,59.9587612716763
212.32,209.34333333333333,61.7818,59.96923850574712
204.98,209.3184,58.3839,59.96017942857143
212.64,209.33727272727273,58.3839,59.95122329545455
209.51,209.33824858757063,61.7932,59.96162994350283
213.03,209.35898876404497,58.3737,59.95270898876405
212.25,209.37513966480446,58.3737,59.94388770949721
209.9,209.37805555555556,60.042,59.94443277777778
211.74,209.3911049723757,60.0168,59.94483259668508
211.06,209.40027472527473,60.0168,59.94522802197802
206.59,209.38491803278689,59.9988,59.945520765027325
213.21,209.40570652173915,60.0276,59.945966847826085
213.24,209.42643243243242,60.0276,59.9464081081081
210.75,209.43354838709678,59.9988,59.94668978494624
210.26,209.4379679144385,60.0132,59.94704545454545
208.47,209.43281914893618,60.0132,59.947397340425525
209.04,209.43074074074076,60.042,59.94789788359789
206.38,209.41468421052633,60.0132,59.94824157894737
211.14,209.4237172774869,60.0132,59.94858167539267
204.2,209.39651041666664,59.9988,59.94884322916667
212.14,209.410725388601,60.0312,59.949269948186526
210.05,209.4140206185567,60.0312,59.94969226804123
210.06,209.41733333333332,60.042,59.95016564102564
210.53,209.42301020408166,60.0312,59.950579081632654
203.81,209.39451776649747,60.0312,59.950988324873094
208.42,209.38959595959597,60.042,59.951447979797976
210.02,209.3927638190955,60.0312,59.95184874371859
207.52,209.3834,60.0312,59.9522455
207.41,209.37358208955223,60.042,59.95269203980099
207.9,209.36628712871286,60.0312,59.95308069306931
209.68,209.36783251231526,60.0312,59.953465517241376
209.38,209.36789215686275,60.042,59.95389950980392
205.7,209.35,60.0312,59.954276585365854
207.98,209.34334951456313,60.0312,59.95465
208.94,209.34140096618356,60.042,59.95507198067633
208.82,209.33889423076923,60.0312,59.955437980769226
211.59,209.34966507177035,60.0312,59.9558004784689
207.9,209.34276190476191,59.9952,59.95598809523809
210.42,209.3478672985782,58.3873,59.94855355450237
207.62,209.33971698113206,58.3873,59.9411891509434
208.04,209.33361502347418,61.6903,59.94940093896714
208.29,209.328738317757,60.0348,59.9498
210.49,209.33413953488372,60.0348,59.950195348837205
215.81,209.3641203703704,59.9988,59.950420370370374
207.61,209.35603686635946,60.0312,59.95079262672811
212.29,209.36949541284406,60.0312,59.951161467889904
212.11,209.3820091324201,60.0024,59.951395433789955
212.5,209.39618181818184,58.4078,59.94437909090909
203.74,209.37058823529412,58.4078,59.9374262443439
206.08,209.35576576576577,59.97,59.93757297297297
210.35,209.36022421524663,60.042,59.93804125560538
208.46,209.35620535714287,60.042,59.93850535714286
212.1,209.3684,59.9736,59.938661333333336
209.14,209.36738938053097,59.9377,59.93865707964602
210.08,209.37052863436125,59.9377,59.93865286343612
210.23,209.37429824561403,59.9736,59.93880614035088
210.97,209.38126637554583,59.9341,59.938785589519654
216.55,209.4124347826087,60.0817,59.939406956521736
209.69,209.41363636363639,61.6637,59.946871428571434
211.04,209.42064655172413,58.3328,59.93991422413794
210.39,209.4248068669528,60.0781,59.94050729613733
209.14,209.42358974358976,59.9736,59.94064871794872
212.18,209.43531914893617,59.9161,59.940544255319146
207.41,209.4267372881356,60.0962,59.94120381355932
210.67,209.43198312236285,59.97,59.941325316455696
207.13,209.42231092436975,59.9341,59.941294957983196
210.07,209.4250209205021,60.0817,59.94188242677824
207.08,209.41525000000001,59.9736,59.94201458333334
209.11,209.4139834024896,59.9341,59.941981742738584
207.57,209.4063636363636,60.0781,59.94254421487603
206.75,209.3954320987654,59.97,59.942657201646085
210.27,209.39901639344262,59.9197,59.942563114754094
206.29,209.38632653061225,60.0962,59.94319020408163
210.12,209.38930894308942,59.9736,59.94331382113821
207.84,209.38303643724697,59.9305,59.94326194331983
209.87,209.38500000000002,60.0817,59.943820161290326
208.17,209.38012048192772,59.97,59.943925301204814
206.88,209.37012,59.9377,59.9439004
212.08,209.38091633466135,60.0781,59.944435059760956
209.8,209.38257936507938,59.9341,59.94439404761905
208.67,209.3797628458498,59.9736,59.944509486166005
212.06,209.39031496062992,60.0781,59.94503543307087
207.31,209.3821568627451,58.3737,59.93887333333333
212.15,209.39296875,59.9377,59.93886875
207.26,209.38466926070038,59.9484,59.93890583657588
206.84,209.37480620155037,61.7551,59.94594534883721
211.63,209.38351351351352,59.9736,59.94605212355212
213.78,209.4004230769231,60.0781,59.946560000000005
210.39,209.404214559387,58.3737,59.940533716475095
209.59,209.40492366412212,59.9341,59.94050916030534
205.62,209.39053231939164,59.952,59.940552851711026
205.95,209.37750000000003,60.0998,59.94115606060606
209.43,209.37769811320754,61.6143,59.94746981132075
209.55,209.37834586466164,58.3976,59.94164323308271
205.62,209.36426966292134,60.0601,59.94208689138577
208.82,209.36223880597015,59.9341,59.942057089552236
206.97,209.3533457249071,59.9808,59.94220111524164
210.54,209.35774074074072,60.0709,59.942677777777774
211.11,209.36420664206642,59.9341,59.94264612546125
207.65,209.3579044117647,59.9808,59.942786397058825
207.33,209.3504761904762,60.0709,59.94325567765568
209.58,209.35131386861315,59.9341,59.943222262773716
208.87,209.34956363636363,59.9664,59.94330654545454
211.6,209.35771739130436,60.0853,59.94382101449275
209.84,209.3594584837545,59.9341,59.94378592057762
210.93,209.36510791366908,59.9664,59.943867266187056
210.22,209.36817204301076,60.0853,59.94437419354839
207.19,209.36039285714287,59.9377,59.94435035714285
208.4,209.35697508896797,59.988,59.94450569395018
210.75,209.361914893617,60.0601,59.94491560283688
207.78,209.35632508833922,59.9377,59.94489010600707
208.65,209.353838028169,59.988,59.945041901408445
212.75,209.3657543859649,60.0601,59.945445614035094
209.41,209.3659090909091,59.9377,59.94541853146853
206.71,209.3566550522648,59.988,59.94556689895471
200.45,209.32572916666666,60.0601,59.945964583333335
212.21,209.33570934256053,59.9341,59.94592352941176
207.64,209.32986206896553,58.4351,59.94071379310345
209.9,209.3318213058419,59.9916,59.940888659793806
208.15,209.32777397260273,59.9952,59.941074657534244
210.19,209.3307167235495,61.6409,59.946876109215026
206.88,209.32238095238094,58.4351,59.94173401360544
209.6,209.3233220338983,59.9952,59.941915254237294
212.72,209.33479729729729,61.6409,59.94765506756757
210.22,209.33777777777777,60.0384,59.94796060606061
213.34,209.3512080536913,59.9556,59.947986241610735
209.85,209.35287625418061,59.9916,59.94813210702341
208.78,209.35096666666666,58.4351,59.94308866666666
212.06,209.35333333333332,61.6447,59.948466999999994
209.81,209.34106666666668,58.4317,59.943255333333326
215.51,209.35753333333335,59.9952,59.94337533333333
209.27,209.37536666666668,61.6485,59.94876633333333
213.34,209.38566666666665,58.4283,59.94354333333333
213.63,209.3893,59.9952,59.943663333333326
207.98,209.397,59.9916,59.943531333333326
207.95,209.39793333333333,59.9988,59.94354333333333
213.96,209.40993333333336,61.7094,59.94937733333334
213.61,209.40473333333333,58.3703,59.943841000000006
207.18,209.40393333333333,59.9988,59.943853000000004
208.13,209.4057,59.9592,59.943853000000004
208.56,209.405,60.0096,59.94382900000001
210.45,209.40913333333333,61.6295,59.94922866666666
207.66,209.39463333333333,58.4317,59.944137
213.44,209.3988,60.0276,59.944125
211.07,209.39456666666666,59.9988,59.944137
207.49,209.38756666666666,59.9592,59.949422
208.52,209.39896666666667,60.0312,59.943917
205.55,209.39223333333334,59.9952,59.943833
211.28,209.3944,59.9592,59.943833
206.42,209.39023333333333,60.0312,59.943881000000005
209.73,209.39383333333333,59.9952,59.943833
208.88,209.38796666666667,59.9592,59.949118000000006
205.4,209.36476666666667,60.0312,59.943524
209.91,209.36466666666666,59.9952,59.943524
207.02,209.36576666666667,59.9592,59.943524
209.98,209.3743,60.0312,59.949049
209.75,209.36473333333333,59.9952,59.943208
210.04,209.3695,59.9592,59.943208
207.48,209.35656666666668,58.3737,59.937683
209.04,209.3573,61.7475,59.948929
210.59,209.38166666666666,58.3737,59.937937
209.58,209.38136666666668,61.6979,59.943492666666664
206.86,209.38936666666666,58.3839,59.93812166666667
210.61,209.38743333333335,59.9952,59.93824166666666
211.46,209.4082666666667,61.7094,59.949360666666664
212.06,209.40743333333333,59.9952,59.94924066666667
212.0,209.41,59.9592,59.949120666666666
212.62,209.40223333333333,58.3737,59.94383566666666
210.52,209.40550000000002,61.7475,59.94955666666666
205.57,209.40733333333333,58.3737,59.94415166666667
209.63,209.4107666666667,61.6979,59.94994733333333
211.66,209.41853333333333,58.3839,59.94445633333333
213.76,209.41703333333334,59.9952,59.94445633333333
205.28,209.39839999999998,59.9592,59.94444433333333
208.12,209.39456666666666,60.0312,59.94445633333333
211.91,209.4184,59.9952,59.94445633333333
205.45,209.4063,59.9592,59.94445633333333
213.68,209.41936666666666,60.0312,59.94445633333333
213.52,209.43696666666665,61.6713,59.95004333333333
206.8,209.41736666666665,58.3703,59.944747
208.91,209.43496666666667,60.0348,59.944759
213.81,209.45623333333333,59.9844,59.944759
209.1,209.45726666666667,59.97,59.944759
208.85,209.44773333333333,60.0312,59.944759
211.76,209.45393333333334,59.9952,59.944759
205.3,209.4525,59.9592,59.944759
203.68,209.42686666666665,60.0312,59.944759
212.17,209.42329999999998,59.9952,59.944831
201.04,209.40336666666667,59.9592,59.944771
212.41,209.41106666666667,60.0312,59.944759
210.33,209.41393333333335,59.9952,59.944783
211.58,209.4291,59.9592,59.944759
213.53,209.42746666666665,60.0312,59.944759
213.53,209.44213333333335,59.9952,59.944771
211.52,209.4411,59.9592,59.944759
214.33,209.44716666666667,58.4078,59.93934766666666
210.92,209.44663333333332,61.7055,59.945048666666665
205.21,209.4541,59.9628,59.95036833333333
209.29,209.45773333333332,60.0312,59.944749
206.82,209.4456,59.9736,59.95020666666666
216.25,209.48046666666667,59.9808,59.944432000000006
207.2,209.48163333333332,60.0312,59.944432000000006
207.02,209.47560000000001,59.988,59.944408
204.13,209.46769999999998,58.3805,59.93914566666666
207.75,209.46066666666667,59.9952,59.939025666666666
203.28,209.43856666666667,61.7055,59.944726666666675
211.54,209.4459,59.9628,59.950046333333326
211.87,209.44596666666666,58.4078,59.93901566666666
213.5,209.45893333333333,59.9592,59.944413999999995
206.7,209.45603333333332,60.0312,59.944413999999995
210.35,209.46323333333333,59.9952,59.944413999999995
206.82,209.46470000000002,59.9592,59.93858
208.43,209.4667333333333,60.0312,59.94410500000001
210.27,209.48486666666668,59.9952,59.94410500000001
205.61,209.47616666666667,59.9592,59.93836
212.65,209.4876,60.0132,59.94374533333333
213.15,209.48443333333333,60.0132,59.93809133333333
208.61,209.47316666666666,59.9592,59.94348966666667
215.04,209.49303333333336,60.0276,59.94347766666667
210.31,209.4737,59.9988,59.94348966666667
207.18,209.46046666666666,59.9556,59.93765666666666
213.4,209.46303333333336,60.0348,59.943182333333326
207.31,209.4620666666667,59.9952,59.943182333333326
210.98,209.47406666666666,59.9556,59.94317033333333
204.73,209.4578,60.0132,59.94315833333333
212.38,209.4757,60.0168,59.943182333333326
207.07,209.4754,59.9592,59.943182333333326
209.37,209.4718,60.0276,59.94317033333333
209.03,209.47163333333333,59.9988,59.943182333333326
207.06,209.46323333333333,59.9628,59.94319433333333
209.27,209.4671,60.024,59.94324233333333
210.57,209.4733,59.9988,59.943182333333326
211.18,209.49126666666666,59.9592,59.943182333333326
212.92,209.5017,60.0312,59.94321833333333
205.96,209.48816666666664,59.9952,59.943182333333326
212.93,209.49446666666665,59.9592,59.943182333333326
210.07,209.47733333333332,60.0312,59.94319433333333
206.02,209.48363333333333,58.3737,59.93777733333334
205.21,209.47313333333335,59.9916,59.937885333333334
208.77,209.45963333333333,61.7094,59.943491333333334
211.03,209.46256666666665,59.9988,59.943491333333334
209.42,209.45046666666667,59.9592,59.943491333333334
209.88,209.44816666666665,60.0312,59.943491333333334
209.31,209.4546,58.3737,59.93808633333333
208.36,209.44713333333334,61.6713,59.94912366666666
204.27,209.4265,58.3737,59.937954000000005
208.01,209.43163333333334,61.7475,59.943795
212.69,209.43413333333334,58.3737,59.94380633333333
204.07,209.41850000000002,61.7094,59.94962833333334
205.71,209.40683333333334,58.3737,59.94410333333333
207.0,209.40186666666665,59.9952,59.94410333333333
208.43,209.40176666666667,61.6865,59.94409066666667
206.01,209.40073333333333,58.3942,59.938694
211.61,209.4124,59.9916,59.944086999999996
212.96,209.43273333333335,59.9628,59.944099
207.86,209.4294,60.0312,59.944099
210.24,209.4454,61.6675,59.94408633333334
208.81,209.43716666666668,58.3771,59.93857266666667
211.6,209.43256666666665,60.0312,59.944097666666664
209.51,209.43693333333334,59.9952,59.944097666666664
210.81,209.43646666666666,59.9556,59.938328
210.77,209.45176666666666,61.7513,59.94951833333334
208.53,209.45113333333333,58.3533,59.94411733333333
211.75,209.45903333333334,59.9808,59.94411733333333
204.74,209.45003333333335,60.0312,59.94411733333333
205.9,209.44796666666667,59.9844,59.94410533333333
206.08,209.44006666666667,59.97,59.94411733333333
209.34,209.45713333333333,60.0312,59.94411733333333
210.27,209.46166666666667,59.9916,59.94411733333333
211.98,209.46833333333333,59.9592,59.94410533333333
205.09,209.46816666666666,60.0348,59.94411733333333
204.46,209.4401,59.9916,59.94417733333333
210.89,209.44410000000002,59.9628,59.94412933333333
208.53,209.43273333333335,60.0312,59.94411733333333
214.24,209.43470000000002,59.9952,59.94414133333333
210.43,209.4317333333333,59.9592,59.94411733333333
205.9,209.42776666666668,60.0312,59.94411733333333
211.65,209.4394,59.9952,59.938530333333325
212.15,209.43296666666666,59.9592,59.94380399999999
212.32,209.42896666666667,60.0312,59.94381599999999
211.44,209.42616666666666,59.9952,59.94381599999999
207.94,209.43043333333333,59.9592,59.94380399999999
211.51,209.43536666666668,60.0312,59.94381599999999
206.99,209.42606666666666,58.3397,59.93829766666667
210.37,209.4292,61.7094,59.94410766666667
210.08,209.4282,60.0312,59.944131666666664
207.92,209.42833333333334,59.9916,59.944119666666666
209.61,209.43206666666669,59.9628,59.944071666666666
211.03,209.4314,58.4078,59.93872033333333
205.42,209.4242,59.9592,59.93860033333333
212.44,209.43959999999998,60.0312,59.938732333333334
208.17,209.43143333333333,59.9952,59.93872033333333
205.77,209.41236666666666,59.9592,59.93864833333333
207.43,209.40980000000002,61.7094,59.94433833333334
211.09,209.40793333333332,58.4078,59.939023000000006
208.66,209.41393333333335,59.9592,59.93304933333333
213.34,209.43946666666665,60.0276,59.93856233333333
210.94,209.4411,59.9988,59.94397933333334
208.71,209.43866666666665,59.9592,59.938081999999994
206.19,209.42343333333332,60.0132,59.94347866666667
210.14,209.42476666666667,60.0132,59.94887533333333
210.94,209.4201666666667,59.9592,59.9428
210.31,209.43793333333332,60.0276,59.948279
208.85,209.42530000000002,61.7132,59.959376666666664
204.98,209.4102,58.3363,59.94785366666667
210.67,209.40233333333333,60.0312,59.95337866666666
208.1,209.38850000000002,59.9988,59.95879566666667
211.1,209.3925,59.9592,59.95851966666667
209.05,209.38353333333333,60.0132,59.95850766666666
208.96,209.37653333333333,60.0132,59.958495666666664
213.48,209.3995,59.9592,59.95836366666666
206.56,209.37733333333333,60.0276,59.95836366666666
208.54,209.36166666666668,59.9988,59.958267666666664
207.84,209.35196666666664,59.9592,59.958135666666664
204.15,209.3316,60.0312,59.95819566666666
210.95,209.33986666666667,59.9952,59.958135666666664
211.95,209.34956666666668,59.9592,59.957859666666664
211.96,209.36816666666667,60.0312,59.95791966666666
206.56,209.3529,59.9952,59.957859666666664
211.93,209.37866666666667,59.9592,59.95772766666666
210.35,209.37269999999998,60.0312,59.95772766666666
211.12,209.37626666666665,58.3737,59.95220266666667
210.39,209.37736666666666,61.6713,59.95763366666666
211.0,209.37893333333332,60.0312,59.95763366666666
206.95,209.3894,59.9952,59.957513666666664
209.12,209.39173333333332,59.9592,59.95723766666666
210.97,209.3949,60.006,59.95715366666666
208.71,209.3988666666667,60.0204,59.957117666666676
209.45,209.40566666666666,59.9556,59.95682966666667
207.26,209.4035333333333,58.3771,59.95131599999999
210.53,209.40636666666668,60.0312,59.95131599999999
207.86,209.4013,59.9952,59.951159999999994
214.19,209.4296,59.9592,59.95092
209.27,209.4339,61.7475,59.956641000000005
213.39,209.44873333333334,58.3737,59.951080000000005
209.39,209.45063333333334,61.6903,59.95661033333334
207.57,209.43723333333332,58.3908,59.95114233333334
209.2,209.44156666666666,59.9952,59.95114233333334
207.11,209.43053333333336,59.9592,59.956382
208.7,209.43413333333334,60.0312,59.961861666666664
207.69,209.43296666666666,59.9844,59.95617533333333
210.08,209.43893333333332,59.9736,59.95597133333333
211.07,209.44086666666666,60.0276,59.95594733333333
206.01,209.4082,59.9952,59.95593533333333
211.82,209.42223333333334,59.9592,59.955695333333324
209.42,209.41266666666667,60.0312,59.955695333333324
203.16,209.38283333333334,59.9736,59.95559933333334
209.33,209.37226666666666,59.9772,59.96083066666666
208.73,209.3889,60.0348,59.966254
207.31,209.393,59.9844,59.966302
206.6,209.3805,59.97,59.966061999999994
210.1,209.38596666666666,58.4078,59.96061466666666
209.8,209.3783,59.9592,59.96056666666666
207.97,209.3744,61.7094,59.96647233333333
210.34,209.37526666666668,60.0312,59.966784
207.14,209.36496666666665,59.9952,59.96685599999999
205.5,209.34673333333333,59.9628,59.96695166666667
205.15,209.30873333333335,60.0276,59.966771333333334
209.87,209.30933333333334,59.9916,59.96119766666666
212.83,209.31529999999998,59.97,59.966655
209.5,209.31233333333333,60.024,59.96647466666666
209.68,209.31413333333333,59.9952,59.966546666666666
209.19,209.30416666666667,59.9736,59.96673833333333
204.65,209.29496666666665,60.0168,59.966473666666666
209.39,209.2907,59.9916,59.96654566666667
211.3,209.3046,59.9916,59.96673733333333
209.22,209.30176666666665,58.3805,59.96106666666667
208.91,209.30786666666665,61.6903,59.966789
206.45,209.29899999999998,58.3873,59.961633
209.57,209.30566666666667,61.7132,59.967083333333335
204.6,209.29850000000002,58.3363,59.96163766666667
204.86,209.28046666666665,60.0348,59.96202133333333
209.53,209.29126666666664,61.7094,59.96739866666667
211.14,209.29466666666667,58.3397,59.96195233333333
208.88,209.29813333333334,60.0312,59.962287999999994
204.63,209.28066666666666,59.9952,59.96199966666667
205.32,209.27116666666666,59.9592,59.96196366666667
205.32,209.26596666666666,60.0312,59.96227533333333
209.39,209.257,59.9952,59.961999
210.59,209.25963333333334,59.9592,59.962082666666674
206.36,209.25193333333334,60.0312,59.96227466666667
208.53,209.24016666666668,59.9952,59.961998333333334
210.58,209.25106666666667,59.9592,59.967283333333334
202.03,209.21733333333333,60.0168,59.967547
205.2,209.21046666666666,60.0096,59.967751
211.04,209.22446666666664,59.9592,59.96176466666667
204.01,209.19906666666668,60.0276,59.96194466666667
208.76,209.18233333333333,59.9988,59.96168033333333
207.93,209.17413333333332,59.9592,59.966965333333334
204.54,209.15730000000002,60.0096,59.967217
205.58,209.15716666666668,60.0168,59.96743299999999
209.92,209.1704,59.9592,59.96696433333333
206.59,209.16093333333333,60.0132,59.96162733333333
207.48,209.15403333333333,60.0132,59.96701266666667
210.67,209.17086666666668,59.9592,59.96667633333333
205.32,209.1592,60.0276,59.96698799999999
208.95,209.1658,59.9988,59.967048
206.15,209.15116666666665,59.9592,59.96667566666667
207.96,209.14066666666665,60.0312,59.966999333333334
209.03,209.14526666666669,58.3737,59.96164233333333
209.31,209.15186666666665,61.6713,59.96697699999999
204.24,209.13406666666668,60.0312,59.96730066666667
211.53,209.14293333333333,59.9952,59.96739666666667
209.93,209.13736666666665,59.9592,59.966976333333335
205.92,209.1243,60.0312,59.967299999999994
206.83,209.11063333333334,58.3737,59.961991000000005
