Voltage A RMS,Average Voltage A RMS,Frequency,Average Frequency
212.1,209.1169,61.6713,59.96727766666667
205.36,209.11079999999998,58.3737,59.96206433333333
210.93,209.1192333333333,61.7475,59.96792933333333
211.45,209.12156666666667,58.3737,59.962308
208.09,209.1226,61.7094,59.96821366666667
210.7,209.12943333333334,59.9952,59.96823766666667
205.97,209.10683333333336,58.3703,59.962605
215.68,209.12773333333334,61.7132,59.96852333333334
207.22,209.12943333333334,58.3737,59.96314233333333
211.32,209.16566666666665,59.9952,59.962925999999996
210.78,209.1609,59.9664,59.96303366666667
208.29,209.16306666666665,60.024,59.96833
205.53,209.1485,59.9952,59.968342
212.19,209.16196666666664,59.9808,59.968294
208.05,209.15483333333333,60.0096,59.96285633333333
205.81,209.15126666666666,59.9916,59.96804466666667
206.13,209.1397,59.9988,59.96805666666667
208.75,209.1264666666667,59.9952,59.962571000000004
210.32,209.1268,59.9844,59.962391000000004
211.94,209.12213333333332,59.9988,59.962535
207.11,209.113,61.717,59.96828633333333
211.66,209.1226,58.3737,59.96808166666667
211.21,209.11976666666666,59.9916,59.96257133333334
209.26,209.11793333333333,59.9988,59.967795
210.18,209.10016666666667,59.9736,59.96772300000001
206.43,209.0907,60.0168,59.962284
209.51,209.07793333333333,58.3737,59.962102
205.43,209.0506,61.7017,59.96779033333333
206.36,209.0452,59.9952,59.96780233333334
205.81,209.03806666666665,60.0024,59.96781433333334
207.77,209.01743333333334,59.9916,59.96208833333333
205.6,208.99073333333334,58.3533,59.96203166666666
206.92,208.98986666666667,60.0204,59.962103666666664
205.4,208.98076666666668,61.7094,59.96793766666667
214.91,209.00193333333334,58.3635,59.96245066666666
205.64,208.9859,60.006,59.957039
209.72,208.99276666666668,61.7055,59.967951666666664
209.89,208.98093333333333,59.9988,59.967855666666665
207.61,208.9694,59.9952,59.96784366666667
211.6,208.9831,59.9952,59.96796366666667
209.27,208.9856,58.3567,59.962382
209.78,208.99970000000002,60.0132,59.962441999999996
208.03,208.98886666666667,61.7094,59.968276
210.45,209.00230000000002,59.9952,59.96815600000001
206.59,208.99183333333335,59.9952,59.96815600000001
211.61,209.00093333333334,59.9772,59.968216000000005
211.35,209.02076666666667,58.3908,59.962748000000005
209.26,209.0186,59.9952,59.962748000000005
210.56,209.03040000000001,59.9592,59.962748000000005
212.48,209.03873333333334,60.0312,59.962748000000005
208.92,209.03596666666667,61.7094,59.968462
210.33,209.03693333333334,58.3397,59.96306366666666
211.35,209.0498333333333,60.0312,59.96858866666667
209.05,209.04986666666667,59.9952,59.962747666666665
209.91,209.0476,59.9592,59.96803266666667
209.9,209.04866666666666,60.0312,59.962477
206.3,209.0468,61.6713,59.973435
211.33,209.0492,58.3737,59.96803
204.93,209.02743333333333,60.0312,59.962436000000004
210.05,209.02073333333334,59.9952,59.962436000000004
210.06,209.01426666666666,59.9592,59.962436000000004
205.99,208.99216666666666,60.0312,59.967960999999995
202.22,208.9645,59.9952,59.96212
206.01,208.96596666666667,59.9556,59.967393
203.14,208.94433333333333,60.0348,59.96184933333334
207.72,208.9312,59.9952,59.96722033333333
207.81,208.91136666666668,59.9556,59.96708833333333
207.24,208.9179,60.0348,59.967340333333325
207.43,208.9156,59.9952,59.96722033333333
208.78,208.90516666666667,59.9592,59.96710033333333
212.0,208.927,60.0312,59.967340333333325
211.54,208.91986666666665,59.9952,59.96722033333333
212.23,208.91556666666665,59.9592,59.961513333333336
208.55,208.9214,60.0312,59.96704966666667
207.03,208.91513333333333,59.9952,59.96691766666667
206.52,208.89083333333335,59.9592,59.966833666666666
208.9,208.8901666666667,60.0312,59.96703766666667
206.11,208.88103333333333,58.3737,59.961512666666664
211.51,208.8802,61.6713,59.96709966666667
208.68,208.89146666666667,60.0312,59.96733966666667
208.47,208.90743333333333,59.9952,59.967219666666665
209.78,208.89946666666665,59.9592,59.96709966666667
213.77,208.9419,58.3908,59.96187166666667
208.71,208.9295666666667,60.0132,59.96181166666667
211.12,208.93220000000002,61.6713,59.96739866666667
208.83,208.92303333333334,58.4078,59.96222733333333
207.71,208.90363333333332,59.9952,59.962107333333336
214.67,208.90743333333333,61.6751,59.967707
211.4,208.90703333333335,58.4044,59.962524333333334
208.28,208.88686666666666,59.9952,59.967815666666674
209.87,208.88336666666666,59.9952,59.962114666666665
206.45,208.8875,61.7094,59.967936666666674
212.04,208.89666666666668,58.3737,59.96241166666667
209.06,208.90413333333333,59.9952,59.962483666666664
212.19,208.8906,59.9952,59.96253166666667
208.36,208.89446666666666,59.9952,59.96241166666667
210.12,208.9048,59.9952,59.962435666666664
209.34,208.92216666666667,59.9952,59.967817999999994
213.37,208.9409,59.9952,59.967817999999994
211.72,208.96903333333333,59.9952,59.962117
208.74,208.9597,59.9952,59.962225
209.34,208.95126666666667,59.9952,59.967516333333336
208.06,208.93313333333333,59.988,59.967612333333335
205.95,208.93063333333333,60.0024,59.967516333333336
207.67,208.92170000000002,59.9952,59.967516333333336
211.8,208.9383,59.9916,59.96762433333333
209.29,208.94116666666667,59.9988,59.967516333333336
206.87,208.92983333333333,59.9592,59.96739633333333
209.96,208.94433333333333,60.0096,59.967564333333335
210.2,208.93616666666665,60.0168,59.967576333333334
208.88,208.92193333333333,58.3737,59.96211133333333
205.84,208.9127,59.9592,59.96211133333333
206.97,208.8858,61.7475,59.96784433333333
211.96,208.8913,58.3737,59.96242733333334
209.24,208.89816666666667,61.7094,59.968273333333336
212.99,208.8968,59.9952,59.968141333333335
211.49,208.91073333333333,58.3737,59.96273633333333
213.33,208.91856666666666,61.7094,59.96858233333334
210.33,208.93723333333332,58.3737,59.96311733333334
212.96,208.93916666666667,59.9952,59.96304533333333
207.21,208.93963333333332,59.9556,59.963033333333335
208.99,208.93836666666667,61.7513,59.968779
210.27,208.9425,59.9592,59.968647
212.73,208.9614,58.3737,59.963350000000005
214.1,208.9775,60.0312,59.963374
209.88,208.9752,59.9952,59.963362000000004
209.98,208.9712,59.9592,59.963362000000004
210.87,208.96436666666665,60.0312,59.963362000000004
208.88,208.97410000000002,59.9952,59.963362000000004
208.44,208.9591333333333,61.6941,59.969145000000005
209.76,208.9581,58.3873,59.96366533333334
211.95,208.97786666666667,59.9952,59.96907033333333
203.8,208.97316666666666,59.9592,59.96896233333333
208.98,208.97386666666668,60.0312,59.963368333333335
205.39,208.95506666666665,59.9952,59.96335633333334
209.06,208.95386666666667,59.9592,59.96335633333334
208.82,208.95033333333333,60.0312,59.96335633333334
206.71,208.94166666666666,59.9952,59.96876133333334
208.44,208.94193333333334,59.9592,59.96305433333334
205.92,208.94743333333335,60.0312,59.96857933333333
215.83,208.9735,58.3737,59.95733333333334
209.28,208.96213333333333,61.6713,59.96832533333333
209.9,208.98156666666668,60.0312,59.96273133333334
210.42,208.99726666666666,59.9952,59.96813633333334
206.98,208.99720000000002,59.9592,59.96801633333334
211.41,209.00713333333334,60.0312,59.96249866666666
209.98,209.02036666666666,59.9952,59.96783533333334
208.95,209.01149999999998,59.9556,59.96771533333334
209.44,208.99976666666666,60.0348,59.967955333333336
206.64,208.9957,59.9772,59.967775333333336
205.27,208.97913333333332,58.3908,59.956852999999995
211.36,208.98763333333335,61.7094,59.96796066666667
208.76,208.97816666666665,59.9916,59.96782866666667
214.05,208.9933,59.9628,59.96772066666667
204.53,208.97236666666666,58.4078,59.96256133333333
203.82,208.94920000000002,59.9952,59.95670766666666
209.5,208.95243333333335,61.6713,59.967767666666674
206.05,208.93343333333334,58.4078,59.962524333333334
210.34,208.9521,59.9952,59.96240433333334
206.17,208.953,59.9952,59.96244033333334
205.4,208.95073333333335,59.9952,59.962524333333334
206.03,208.93970000000002,59.9952,59.96240433333334
210.5,208.94046666666665,59.9952,59.96241633333334
212.95,208.9437,59.9952,59.96253633333334
208.77,208.95596666666668,59.9592,59.962284333333336
207.14,208.9649,60.0168,59.96236833333334
208.7,208.95759999999999,60.0096,59.962524333333334
209.72,208.96156666666667,59.9592,59.962284333333336
209.95,208.94726666666668,60.0312,59.96240433333334
208.39,208.94046666666665,59.9952,59.962524333333334
214.55,208.9693,59.9592,59.962284333333336
213.89,208.97676666666666,58.3737,59.95687933333333
213.16,208.98013333333333,61.7475,59.96284033333333
213.42,208.9838,59.9592,59.962600333333334
205.63,208.96443333333335,60.0312,59.96272033333333
209.55,208.96980000000002,59.9952,59.96284033333333
211.56,208.96996666666666,59.9592,59.962600333333334
206.7,208.969,60.0312,59.96823866666667
211.9,208.97410000000002,59.9952,59.96252466666666
208.52,208.9689,59.9592,59.96228466666666
206.36,208.9637,60.0312,59.96241666666666
208.13,208.95876666666666,59.9952,59.96252466666666
209.31,208.95303333333334,59.9592,59.967696
210.16,208.96883333333335,60.0096,59.967864
208.43,208.95546666666667,60.0168,59.967816
208.92,208.95796666666666,58.3737,59.962411
209.33,208.96983333333333,61.7017,59.96821933333333
209.45,208.97656666666668,58.3805,59.957123
211.29,208.97723333333332,59.9952,59.96241433333334
209.38,208.97963333333334,61.7055,59.96823533333333
205.24,208.95263333333332,58.3771,59.96273366666667
204.09,208.9298,59.9952,59.96272166666667
215.39,208.95206666666667,59.9592,59.96272166666667
206.49,208.95306666666667,61.7475,59.96850266666667
214.17,208.9665,58.3737,59.963037666666665
209.26,208.96089999999998,59.9592,59.963037666666665
214.41,208.97456666666668,60.0312,59.96304966666666
209.36,208.97626666666665,59.9952,59.957322999999995
208.88,208.98926666666665,59.9628,59.96274466666667
205.91,208.9734,60.0276,59.96273266666667
211.37,208.9843,59.9952,59.96272066666667
207.99,208.97393333333332,59.9592,59.96272066666667
206.76,208.9663,60.0312,59.96278066666667
209.96,208.96963333333332,59.9736,59.962648666666674
205.55,208.9432,59.9808,59.96272066666667
207.31,208.9457,60.0312,59.96273266666667
206.29,208.9382,59.988,59.96269666666667
208.33,208.93983333333333,59.9664,59.96272066666667
211.4,208.964,60.0312,59.96272066666667
206.97,208.95073333333335,59.9952,59.96272066666667
207.15,208.93473333333333,59.9628,59.96273266666667
208.85,208.92436666666666,60.0276,59.96272066666667
208.21,208.92986666666667,59.9952,59.96272066666667
203.33,208.9012,59.9592,59.96272066666667
208.67,208.8956,60.0312,59.96272066666667
208.33,208.8863,58.3737,59.96272066666667
202.14,208.8588,61.6713,59.96272066666667
210.43,208.8569,60.0312,59.96272066666667
208.87,208.86329999999998,59.9952,59.96272066666667
207.56,208.8581,59.9592,59.96272066666667
209.78,208.85413333333332,58.4078,59.957393333333336
206.58,208.84703333333334,61.7055,59.96301033333333
207.1,208.8392,59.9628,59.96303433333333
206.59,208.83696666666665,58.4078,59.963136666666664
208.2,208.82920000000001,61.6903,59.968666999999996
211.47,208.84123333333335,58.3908,59.963319
210.79,208.8299,59.9952,59.963439
204.99,208.81563333333335,59.9592,59.957477999999995
205.62,208.78973333333332,61.7094,59.968596999999995
211.65,208.79726666666667,58.4078,59.957655333333335
215.78,208.82463333333334,59.9592,59.96288333333334
205.26,208.8115,60.0312,59.96300333333334
208.78,208.81706666666668,59.9952,59.963123333333336
209.93,208.82116666666667,59.9592,59.96288333333334
207.71,208.82123333333334,60.0312,59.96303933333334
210.26,208.82183333333333,59.9952,59.96311133333334
208.84,208.8144,59.9592,59.96288333333334
208.48,208.82263333333333,60.0312,59.96300333333334
207.54,208.80836666666667,59.9952,59.963123333333336
207.92,208.80336666666668,59.9592,59.96288333333334
207.99,208.81946666666664,60.0168,59.963027333333336
212.21,208.82906666666668,60.0096,59.96313533333334
211.35,208.8378,59.9592,59.96288333333334
203.82,208.82616666666667,60.0312,59.96303933333334
211.3,208.84183333333334,59.9952,59.963123333333336
212.66,208.85036666666667,59.9592,59.96829466666666
206.17,208.83826666666667,60.006,59.96845066666666
212.33,208.8528,60.0204,59.962820666666666
207.06,208.84186666666665,59.9592,59.96258066666667
205.92,208.8378,60.0168,59.96265266666666
210.98,208.85606666666666,60.0096,59.96280866666667
205.72,208.85796666666667,59.9556,59.96256866666667
206.61,208.84709999999998,58.3771,59.957187
206.32,208.8254,61.7475,59.963112
212.9,208.8367333333333,59.9592,59.962896
212.63,208.84656666666666,60.0312,59.963016
205.64,208.83473333333333,58.3737,59.957682999999996
206.86,208.8421,59.9952,59.957611
210.67,208.84636666666668,59.9592,59.957502999999996
209.12,208.8391,60.0312,59.957634999999996
212.17,208.84893333333332,59.9772,59.962957333333335
209.62,208.8513,59.9772,59.957247
212.27,208.8707,60.0312,59.96272666666666
211.22,208.8762,59.9916,59.956987999999996
208.0,208.88753333333335,59.9628,59.962409666666666
204.52,208.88639999999998,60.0312,59.96239766666667
206.83,208.8774,59.9952,59.95668366666666
207.07,208.86383333333333,59.9592,59.962081999999995
209.09,208.86453333333333,60.0312,59.962081999999995
207.47,208.874,59.9952,59.962081999999995
212.06,208.89646666666667,59.9592,59.962081999999995
205.82,208.89813333333333,60.0312,59.962081999999995
212.2,208.9075,59.9952,59.962081999999995
212.2,208.91286666666667,59.9592,59.962081999999995
210.57,208.9269,60.0312,59.962081999999995
207.68,208.92406666666668,59.9916,59.96207
212.41,208.93016666666668,59.9628,59.962081999999995
211.31,208.96110000000002,60.0312,59.962129999999995
214.88,208.99336666666667,59.9952,59.962081999999995
208.66,208.98543333333333,59.9592,59.962081999999995
209.32,209.00313333333335,60.0312,59.962094
209.21,209.00463333333335,59.9844,59.962045999999994
209.55,209.01003333333335,59.97,59.962081999999995
204.06,209.00843333333333,60.0312,59.962154
208.43,209.01793333333333,59.9916,59.96207
205.46,209.00306666666665,59.9628,59.962081999999995
205.98,209.00103333333334,58.4078,59.956730666666665
204.25,208.99026666666668,61.6865,59.96230833333334
205.84,208.97416666666666,58.3942,59.95709166666666
210.74,208.99223333333333,61.7132,59.962710333333334
208.94,208.99220000000003,58.3363,59.95716866666667
212.17,209.01226666666668,60.0312,59.95740866666667
208.23,209.01316666666665,59.9952,59.95728866666667
206.54,209.00486666666666,59.9592,59.962573666666664
208.18,209.0011,60.0096,59.95703466666667
206.68,209.00923333333333,60.0168,59.95698666666667
209.0,209.0008,59.9592,59.95686666666667
209.49,208.99933333333334,61.7094,59.96270066666666
212.77,209.02216666666666,58.4078,59.95728933333333
211.36,209.03726666666668,59.9556,59.96256233333334
208.63,209.0257,60.0312,59.957095333333335
209.37,209.03906666666668,59.9988,59.962512333333336
205.42,209.0207,59.9592,59.95655133333334
206.71,209.0049,60.0096,59.962004333333326
203.18,208.98853333333332,60.0168,59.95636233333333
210.07,208.98643333333334,59.9592,59.956242333333336
206.38,208.9878,60.0276,59.96176666666666
212.66,208.97773333333333,59.9988,59.95605200000001
207.14,208.97746666666666,59.9592,59.961337
206.21,208.96043333333333,60.0312,59.961456999999996
207.69,208.95013333333333,59.9952,59.961552999999995
210.07,208.95606666666666,59.9592,59.961337
216.56,208.99283333333332,60.0312,59.961456999999996
209.01,208.98223333333334,58.3737,59.95609999999999
207.65,208.9809,61.6713,59.961639
208.58,208.99013333333335,60.0348,59.961783
209.51,209.0014,59.9916,59.961758999999994
209.02,209.00230000000002,59.9592,59.961639
207.61,208.99326666666667,58.3737,59.95627
210.58,208.98873333333333,60.0312,59.956378
210.98,209.00163333333333,59.9916,59.95062666666666
206.15,208.98326666666668,59.9628,59.95592366666666
206.75,208.9684,60.0312,59.956055666666664
206.78,208.96013333333335,59.9952,59.956043666666666
208.22,208.9536,59.9592,59.95599566666667
211.2,208.96949999999998,60.0312,59.956043666666666
207.86,208.964,61.6713,59.96703566666667
210.9,208.98223333333334,58.3737,59.95594233333333
210.49,208.996,60.0312,59.956062333333335
207.91,209.00300000000001,59.9952,59.95603833333333
206.22,208.99783333333332,59.9592,59.955930333333335
212.46,209.0207,60.0312,59.961523333333325
208.61,209.02633333333333,59.9916,59.961427333333326
210.39,209.04296666666667,59.9628,59.95560533333333
202.81,209.00263333333334,60.0312,59.961164333333336
208.15,209.011,59.9772,59.96106833333334
209.94,209.01173333333332,59.9772,59.95530733333333
208.88,209.00836666666666,60.0312,59.95541533333333
206.41,209.00436666666667,59.9916,59.95540333333333
212.5,209.00736666666666,59.9628,59.95529533333333
205.79,208.99576666666667,58.4078,59.95546566666667
209.85,208.996,59.9592,59.95528566666667
208.03,208.996,61.7094,59.95528566666667
210.36,208.9957,60.0312,59.955405666666664
206.88,208.99666666666667,59.9772,59.955345666666666
210.7,208.99363333333332,59.9772,59.955345666666666
207.9,208.98213333333334,60.0312,59.96081366666667
207.76,208.97713333333334,59.9952,59.96081366666667
207.19,208.96589999999998,59.9592,59.96081366666667
210.04,208.95776666666669,60.0312,59.96081366666667
206.13,208.94846666666666,58.3397,59.949581333333334
208.17,208.94126666666665,60.0168,59.95517166666667
208.7,208.93243333333334,61.7246,59.96081633333334
204.87,208.91850000000002,59.9952,59.96081633333334
212.02,208.92553333333333,58.3737,59.95553133333333
209.56,208.9244,59.9952,59.95541133333334
210.36,208.93793333333332,59.9592,59.94970433333333
208.08,208.9271,60.0096,59.95515733333334
207.34,208.93513333333334,60.0168,59.95510933333333
205.92,208.92136666666667,59.9592,59.95498933333334
210.25,208.922,60.0168,59.955181333333336
208.02,208.92876666666666,60.0096,59.95510933333333
209.23,208.95213333333334,59.9592,59.95498933333334
208.07,208.959,60.0312,59.95524133333333
204.02,208.96193333333335,59.9952,59.95510933333333
209.91,208.96923333333334,59.9592,59.95498933333334
205.7,208.96220000000002,60.0312,59.95524133333333
212.1,208.9784,59.9952,59.95510933333333
209.26,208.9845,59.9592,59.95498933333334
209.35,208.9864,60.0312,59.955229333333335
209.44,208.97786666666667,59.9952,59.95510933333333
203.1,208.94973333333334,59.9592,59.95498933333334
213.29,208.95326666666668,60.0312,59.955229333333335
213.23,208.96886666666668,59.9952,59.95510933333333
211.12,208.9825,59.9592,59.95498933333334
210.12,208.9945,60.0312,59.955229333333335
205.71,208.98386666666667,59.9952,59.95510933333333
209.95,208.99666666666667,58.3703,59.955098
208.78,208.98756666666665,61.6903,59.95516133333333
211.17,208.99586666666667,60.0168,59.95511333333333
206.2,208.98829999999998,58.3737,59.94970833333333
207.66,208.98123333333334,61.7017,59.95551666666666
209.78,208.96793333333332,58.3805,59.955482333333336
208.12,208.96596666666667,59.9952,59.95542233333334
210.35,208.96339999999998,59.9592,59.94971533333333
211.42,208.97203333333334,60.0312,59.955126666666665
209.57,208.97823333333335,59.9916,59.95511466666667
208.38,208.95726666666667,59.9628,59.949407
210.98,208.95586666666668,60.0312,59.95482966666666
204.92,208.94466666666668,59.9952,59.95482966666666
209.57,208.94366666666667,59.9592,59.954709666666666
210.23,208.95626666666666,60.0312,59.94911566666667
211.02,208.95286666666667,59.9844,59.95448466666666
204.55,208.93783333333332,59.97,59.95440066666666
211.77,208.93643333333333,61.7475,59.96024166666666
203.82,208.9213,58.3703,59.95482533333333
208.24,208.91503333333333,59.9628,59.954717333333335
210.68,208.9195,60.0312,59.95483733333333
206.74,208.8974,59.9736,59.954765333333334
209.1,208.88866666666667,59.9772,59.95470533333333
214.99,208.9095,60.0348,59.95483733333333
211.8,208.9177,59.988,59.954813333333334
212.63,208.93293333333332,59.9664,59.95474133333333
205.27,208.93066666666667,58.4078,59.949425999999995
211.06,208.94196666666664,61.7055,59.955127000000005
211.87,208.9422,59.9628,59.955031000000005
214.34,208.95903333333334,60.0312,59.955139
210.31,208.97050000000002,59.9952,59.955259000000005
206.91,208.96033333333332,59.9628,59.95510300000001
211.36,208.9642,60.0276,59.955139
209.01,208.96463333333332,59.9952,59.960544
207.42,208.9699,59.9592,59.960544
206.95,208.96983333333333,58.4078,59.94941166666666
209.68,208.96223333333333,61.7094,59.96053066666666
207.48,208.95636666666667,58.3533,59.94934366666667
204.99,208.92970000000003,60.0168,59.94941566666667
206.82,208.91413333333333,59.9592,59.95470066666666
207.93,208.89613333333332,61.7094,59.95470066666666
210.95,208.8982,58.4078,59.95481433333333
209.83,208.88776666666666,59.9592,59.95469433333333
212.38,208.905,60.0312,59.95494633333333
207.01,208.89839999999998,59.9952,59.949092666666665
205.48,208.88243333333335,59.9592,59.949092666666665
207.44,208.8648,60.0312,59.95461766666667
207.99,208.84443333333334,59.9952,59.954497666666676
207.96,208.83803333333333,59.9592,59.95437766666667
210.42,208.8395,60.0312,59.95461766666667
208.41,208.8313,59.9952,59.954497666666676
211.68,208.84063333333333,59.9592,59.95437766666667
206.28,208.83343333333332,60.0312,59.94883466666666
207.83,208.827,59.9952,59.95419433333334
205.42,208.80523333333332,59.9592,59.95407433333334
203.46,208.8041,60.0312,59.954314333333336
204.52,208.78923333333333,59.9952,59.95419433333334
216.5,208.82626666666667,59.9592,59.95407433333334
206.96,208.81926666666666,60.0168,59.95426633333334
202.87,208.79943333333333,60.0096,59.95419433333334
211.02,208.8138,59.9592,59.95407433333334
210.57,208.8209,60.0276,59.95430233333334
208.95,208.83100000000002,58.3771,59.94878866666667
210.7,208.8139,61.6713,59.95978066666667
207.65,208.80846666666667,60.0096,59.95424166666666
214.9,208.82513333333333,60.0168,59.95419366666666
206.79,208.81303333333335,59.9592,59.954073666666666
208.03,208.81653333333333,60.0204,59.95427766666666
210.66,208.81403333333333,60.006,59.95419366666666
207.44,208.80556666666666,58.3567,59.94873200000001
204.42,208.79046666666667,59.9772,59.948803999999996
207.13,208.78276666666667,61.7475,59.95451299999999
210.2,208.79463333333334,58.3703,59.94915666666667
204.14,208.7908666666667,61.7132,59.96023133333333
204.16,208.76686666666666,58.3737,59.94911233333334
208.69,208.76663333333332,59.9952,59.94912433333334
209.95,208.75296666666665,59.9592,59.94911233333334
209.7,208.7702,60.0312,59.95452366666667
211.1,208.79446666666666,59.9808,59.95447566666667
208.14,208.78993333333335,59.9736,59.948816666666666
209.63,208.80186666666665,60.0312,59.954228
207.07,208.79096666666666,59.9952,59.954228
207.27,208.79463333333334,59.9592,59.954108000000005
207.3,208.80096666666668,60.0312,59.954228
209.29,208.81183333333334,59.9952,59.954228
209.91,208.80986666666666,59.9592,59.954108000000005
206.8,208.78936666666667,60.0312,59.954228
206.6,208.78213333333332,59.9952,59.954348
207.93,208.78476666666666,59.9592,59.954156000000005
205.88,208.77536666666666,60.0312,59.954228
202.93,208.75273333333334,59.9952,59.954348
212.39,208.7608666666667,59.9592,59.954108000000005
209.8,208.76556666666667,60.0312,59.954228
209.86,208.74993333333333,59.9952,59.954348
210.57,208.73886666666667,58.3601,59.95430266666666
205.18,208.71226666666666,61.7246,59.95422633333333
209.77,208.7001,59.9736,59.95427433333333
206.89,208.7043,59.9808,59.95410633333333
210.16,208.70633333333333,60.0312,59.95422633333333
202.54,208.67626666666666,59.988,59.95432233333333
210.25,208.6881,59.9664,59.95410633333333
209.73,208.68086666666667,58.4078,59.948814999999996
211.45,208.69063333333335,59.9592,59.948814999999996
210.9,208.70576666666668,61.7094,59.954409000000005
208.7,208.70766666666668,58.4078,59.949117666666666
207.7,208.7023,59.9592,59.949117666666666
206.17,208.689,61.7055,59.95477066666666
207.65,208.6864,58.4112,59.949418666666666
210.82,208.69273333333334,59.9592,59.95470366666667
206.85,208.68446666666665,60.0312,59.94913533333334
207.62,208.67836666666668,59.9952,59.95451766666667
211.46,208.67893333333333,59.9628,59.95440966666666
208.36,208.67553333333333,61.7094,59.954422666666666
211.57,208.69663333333332,58.4044,59.95451366666667
207.61,208.70836666666668,59.9592,59.95439366666667
208.5,208.68540000000002,60.024,59.95460966666667
205.74,208.68290000000002,60.0024,59.94879266666667
208.95,208.6655,59.9592,59.95407766666667
210.92,208.67103333333333,60.0276,59.95430566666667
207.64,208.64846666666668,59.9988,59.95419766666667
210.85,208.65343333333334,59.9592,59.95407766666667
209.19,208.65446666666665,60.0096,59.954233666666674
212.79,208.6774,60.0168,59.95419766666667
211.35,208.67733333333334,59.9592,59.95407766666667
206.08,208.67096666666666,60.0276,59.95430566666667
207.76,208.67430000000002,59.9988,59.95419766666667
207.24,208.66523333333333,59.9592,59.95414966666667
208.87,208.6763,60.0312,59.954317666666675
207.29,208.67623333333333,59.9952,59.95419766666667
205.26,208.6728,59.9592,59.95410166666667
206.02,208.6651,60.0312,59.954317666666675
207.46,208.65196666666665,59.9952,59.95419766666667
207.01,208.6521,59.9592,59.95407766666667
212.09,208.66856666666666,60.0312,59.95430566666667
205.9,208.65873333333334,58.3737,59.94879266666667
209.96,208.66456666666667,59.988,59.948768666666666
208.67,208.68236666666667,61.717,59.954628
206.18,208.67406666666668,58.3737,59.949102999999994
209.62,208.67836666666668,61.6713,59.960095
206.78,208.69383333333334,58.3737,59.949102999999994
208.3,208.68673333333334,60.0312,59.949102999999994
209.91,208.6902,59.9952,59.949102999999994
209.91,208.6980333333333,59.9592,59.949102999999994
206.16,208.68596666666667,60.0312,59.95451433333333
209.22,208.69476666666668,59.9952,59.948813333333334
213.0,208.71443333333335,59.9592,59.948801333333336
209.74,208.72493333333335,60.0312,59.95421266666667
206.23,208.71836666666667,59.9952,59.948562333333335
206.82,208.70286666666667,61.6865,59.959548
207.03,208.69033333333334,58.3942,59.95421133333333
207.82,208.69976666666668,59.9952,59.954331333333336
206.89,208.70399999999998,59.9592,59.948497333333336
209.63,208.69726666666668,60.0312,59.95390866666667
212.79,208.68730000000002,59.9808,59.95398066666667
211.73,208.70886666666667,59.9736,59.953788666666675
209.29,208.71056666666667,60.0312,59.95390866666667
208.75,208.70663333333331,59.9952,59.95402866666667
209.94,208.71406666666667,59.9592,59.953788666666675
212.93,208.72296666666668,60.0312,59.95390866666667
208.19,208.7208,58.3397,59.94851033333334
205.04,208.70933333333335,61.7055,59.95409133333333
207.23,208.70829999999998,60.0348,59.95422333333333
206.23,208.7026666666667,59.9808,59.954295333333334
205.92,208.69576666666669,59.9736,59.954151333333336
210.69,208.6907,60.0312,59.95422333333333
210.25,208.68703333333335,59.9952,59.954343333333334
205.56,208.69283333333334,59.9628,59.954115333333334
212.33,208.69626666666665,60.0276,59.95422333333333
209.49,208.6857,58.3397,59.948825
203.83,208.67790000000002,61.7132,59.954515666666666
207.84,208.6629333333333,60.0276,59.95453966666667
205.96,208.65926666666667,59.9952,59.954659666666664
207.5,208.66453333333334,59.97,59.95450366666667
207.28,208.6522,58.3976,59.94913033333333
211.66,208.672,61.7094,59.954976333333335
212.09,208.69026666666667,59.97,59.960286
213.76,208.71506666666664,58.3976,59.94911966666667
207.54,208.69719999999998,59.9592,59.94911966666667
211.1,208.69209999999998,60.0204,59.94908366666667
210.91,208.70966666666666,60.006,59.95452466666667
207.42,208.71153333333334,59.9592,59.95440466666667
209.78,208.70856666666666,60.0276,59.95463266666667
210.5,208.71316666666667,59.9988,59.95452466666667
206.67,208.69483333333332,61.7055,59.960285666666664
206.81,208.68546666666666,58.3771,59.954952
206.2,208.66523333333333,59.9952,59.954832
215.76,208.68036666666666,59.9592,59.954724
211.41,208.69173333333333,60.0312,59.954952
205.13,208.69376666666665,59.9952,59.954832
206.61,208.69303333333332,59.9628,59.954724
204.66,208.685,60.0276,59.954952
207.91,208.68106666666665,59.9952,59.954832
209.01,208.6862,59.9592,59.954712
207.73,208.67176666666666,60.0312,59.954952
209.81,208.68506666666664,59.9952,59.954832
206.04,208.66453333333334,59.9592,59.954712
211.58,208.66246666666666,60.0132,59.954892
203.51,208.63893333333334,60.0132,59.954832
205.53,208.63176666666666,59.9592,59.954724
212.45,208.6319,60.024,59.954928
213.26,208.6384,60.0024,59.954832
210.09,208.62243333333333,59.9592,59.954712
208.63,208.62233333333333,58.3737,59.94942699999999
208.77,208.6205,60.0312,59.94942699999999
206.31,208.61083333333335,61.6713,59.95505
210.98,208.6156,60.0132,59.955194
209.16,208.6326,60.0132,59.955134
208.58,208.6331,59.9592,59.955026
208.72,208.64396666666667,58.3737,59.949729
209.01,208.65406666666667,60.0312,59.95514033333333
208.05,208.66673333333333,59.988,59.949478666666664
208.22,208.67466666666667,59.9664,59.95471933333333
208.11,208.6659,60.0312,59.94911266666667
