Voltage A RMS,Average Voltage A RMS
233.796494,233.796494
218.078018,225.937256
215.10257,222.325694
218.573471,221.38763825
214.706528,220.0514162
214.70639,219.1605785
213.962051,218.41793171428571
213.020584,217.74326324999998
212.287842,217.13710533333335
215.899841,217.0133789
217.59433,217.06619263636364
214.926132,216.88785425
215.325928,216.76770607692308
215.25502,216.6596570714286
214.845047,216.53868306666666
215.7612,216.490090375
217.288254,216.53704117647058
216.526428,216.53645155555557
216.849762,216.55294157894738
220.677902,216.75918959999998
218.493896,216.84179466666666
220.404831,217.00375086363636
225.159897,217.35836591304349
224.138321,217.64086404166667
241.435379,218.59264464
231.896957,219.10434896153845
242.049179,219.9541574814815
215.855759,219.80778610714287
215.238937,219.65023958620688
214.785324,219.48807573333335
216.260498,219.38396032258063
214.343491,219.22644565625
211.435425,218.9903541212121
212.047668,218.78615747058825
213.680817,218.64029060000001
215.711349,218.5589311111111
215.716904,218.48211956756757
220.208328,218.52754610526316
216.558365,218.47705428205126
217.48938,218.452362425
216.437469,218.40321868292685
218.762756,218.4117790952381
216.52243,218.36784074418603
217.144745,218.34004311363634
216.440155,218.29782337777777
215.068909,218.22762958695654
214.625168,218.1509814680851
214.434479,218.07355433333336
216.877121,218.04913732653063
217.807114,218.04429686
216.871689,218.0213045490196
218.608841,218.0326033269231
218.692398,218.04505228301886
216.933685,218.0244714074074
220.365799,218.06704100000002
219.558182,218.09366851785714
220.289261,218.13218768421052
219.599014,218.15747779310345
219.194977,218.17506252542373
219.957672,218.20477268333335
217.087006,218.18644863934426
216.621643,218.16120983870968
216.334915,218.13222103174604
222.214813,218.19601153125
222.072235,218.25564573846154
219.123581,218.2687962727273
217.544174,218.25798101492538
219.8573,218.2815004117647
219.464371,218.29864346376812
223.873718,218.3782873857143
222.995605,218.443320028169
221.56456,218.48667058333334
220.85968,218.51917756164383
218.709091,218.52174395945946
219.941483,218.5406738133333
219.459061,218.55275785526317
221.29892,218.58842229870132
220.891296,218.6179463205128
222.49295,218.66699699999998
220.987854,218.69600771250003
221.074554,218.7253724814815
220.621887,218.7485007073171
220.063248,218.76434103614457
219.400101,218.77190960714285
219.861572,218.7847291647059
219.242783,218.790055372093
221.628571,218.82268198850576
221.51474,218.85327355681818
219.442825,218.85989773033708
219.574219,218.86783463333333
219.464828,218.874395
221.195618,218.89962568478262
227.370377,218.99070903225805
224.567398,219.05003551063828
224.401276,219.10636435789473
227.459152,219.1933725625
224.003372,219.242960185567
224.674225,219.29838125510204
225.269928,219.3586999090909
223.431961,219.39943252
226.452072,219.46926063366337
226.149155,219.53474979411766
221.952042,219.55821865048546
220.178558,219.56418345192307
222.738205,219.5944122285714
223.755829,219.6336708773585
220.851807,219.6450553271028
221.670441,219.66380889814815
219.987976,219.6667829082569
220.316666,219.67269093636364
221.727631,219.69120390990992
221.240829,219.70503984821428
220.252487,219.70988451327435
218.633957,219.70044655263158
217.58287,219.68203284347825
217.485626,219.66309830172415
219.567368,219.6622800940171
221.800827,219.68040337288136
222.555878,219.7045670252101
221.212463,219.71713282500002
221.890305,219.73509292561982
221.242401,219.74744790983604
221.666718,219.7630517317073
221.844879,219.7798406612903
185.78566,219.507887216
117.058174,218.69479425396827
220.879471,218.71199643307085
218.834732,218.7129553046875
221.459717,218.73424803100775
220.682877,218.74923748461538
220.419083,218.76198439694656
220.438675,218.77468659848486
220.788208,218.78982585714286
220.240509,218.80065185074628
220.939362,218.81649414814814
222.750336,218.84541945588236
221.386017,218.86396396350366
225.061005,218.90887005797103
227.599152,218.97139007194244
223.736053,219.00542337857144
